ref_date_raw,start_year,geo,sex,indicator,value,metric_type,quality_flag,scalar_applied,vector,ref_date,dguid,statistic,uom,scalar_factor
2021-10,2021,Prairies Region,Women,Excellent or very good perceived health,1357000.0,number,,True,v1427747390,2021-10,2016A00014,Number of persons,Number,thousands
2021-10,2021,Prairies Region,Women,Excellent or very good perceived health,1253000.0,number,,True,v1427747391,2021-10,2016A00014,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,Prairies Region,Women,Excellent or very good perceived health,1461000.0,number,,True,v1427747392,2021-10,2016A00014,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,Prairies Region,Women,Good perceived health,35.7,percent,,False,v1427747393,2021-10,2016A00014,Percentage of persons,Percent,units
2021-10,2021,Prairies Region,Women,Good perceived health,32.1,percent,,False,v1427747394,2021-10,2016A00014,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,Prairies Region,Women,Good perceived health,39.4,percent,,False,v1427747395,2021-10,2016A00014,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,Prairies Region,Women,Good perceived health,977000.0,number,,True,v1427747396,2021-10,2016A00014,Number of persons,Number,thousands
2021-10,2021,Prairies Region,Women,Good perceived health,877000.0,number,,True,v1427747397,2021-10,2016A00014,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,Prairies Region,Women,Good perceived health,1078000.0,number,,True,v1427747398,2021-10,2016A00014,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,Prairies Region,Women,Fair or poor perceived health,14.8,percent,,False,v1427747399,2021-10,2016A00014,Percentage of persons,Percent,units
2021-10,2021,Prairies Region,Women,Fair or poor perceived health,12.3,percent,,False,v1427747400,2021-10,2016A00014,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,Prairies Region,Women,Fair or poor perceived health,17.7,percent,,False,v1427747401,2021-10,2016A00014,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,Prairies Region,Women,Fair or poor perceived health,404000.0,number,,True,v1427747402,2021-10,2016A00014,Number of persons,Number,thousands
2021-10,2021,Prairies Region,Women,Fair or poor perceived health,330000.0,number,,True,v1427747403,2021-10,2016A00014,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,Prairies Region,Women,Fair or poor perceived health,478000.0,number,,True,v1427747404,2021-10,2016A00014,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,Manitoba,"Total, all persons",Excellent or very good perceived health,49.9,percent,,False,v1427747405,2021-10,2016A000246,Percentage of persons,Percent,units
2021-10,2021,Manitoba,"Total, all persons",Excellent or very good perceived health,44.4,percent,,False,v1427747406,2021-10,2016A000246,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,Manitoba,"Total, all persons",Excellent or very good perceived health,55.3,percent,,False,v1427747407,2021-10,2016A000246,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,Manitoba,"Total, all persons",Excellent or very good perceived health,526000.0,number,,True,v1427747408,2021-10,2016A000246,Number of persons,Number,thousands
2021-10,2021,Manitoba,"Total, all persons",Excellent or very good perceived health,469000.0,number,,True,v1427747409,2021-10,2016A000246,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,Manitoba,"Total, all persons",Excellent or very good perceived health,584000.0,number,,True,v1427747410,2021-10,2016A000246,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,Manitoba,"Total, all persons",Good perceived health,37.5,percent,,False,v1427747411,2021-10,2016A000246,Percentage of persons,Percent,units
2021-10,2021,Manitoba,"Total, all persons",Good perceived health,32.3,percent,,False,v1427747412,2021-10,2016A000246,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,Manitoba,"Total, all persons",Good perceived health,42.9,percent,,False,v1427747413,2021-10,2016A000246,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,Manitoba,"Total, all persons",Good perceived health,396000.0,number,,True,v1427747414,2021-10,2016A000246,Number of persons,Number,thousands
2021-10,2021,Manitoba,"Total, all persons",Good perceived health,340000.0,number,,True,v1427747415,2021-10,2016A000246,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,Manitoba,"Total, all persons",Good perceived health,451000.0,number,,True,v1427747416,2021-10,2016A000246,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,Manitoba,"Total, all persons",Fair or poor perceived health,12.7,percent,,False,v1427747417,2021-10,2016A000246,Percentage of persons,Percent,units
2021-10,2021,Manitoba,"Total, all persons",Fair or poor perceived health,9.8,percent,,False,v1427747418,2021-10,2016A000246,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,Manitoba,"Total, all persons",Fair or poor perceived health,16.3,percent,,False,v1427747419,2021-10,2016A000246,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,Manitoba,"Total, all persons",Fair or poor perceived health,134000.0,number,e,True,v1427747420,2021-10,2016A000246,Number of persons,Number,thousands
2021-10,2021,Manitoba,"Total, all persons",Fair or poor perceived health,99000.0,number,e,True,v1427747421,2021-10,2016A000246,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,Manitoba,"Total, all persons",Fair or poor perceived health,169000.0,number,e,True,v1427747422,2021-10,2016A000246,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,Manitoba,Men,Excellent or very good perceived health,50.0,percent,,False,v1427747423,2021-10,2016A000246,Percentage of persons,Percent,units
2021-10,2021,Manitoba,Men,Excellent or very good perceived health,42.1,percent,,False,v1427747424,2021-10,2016A000246,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,Manitoba,Men,Excellent or very good perceived health,57.9,percent,,False,v1427747425,2021-10,2016A000246,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,Manitoba,Men,Excellent or very good perceived health,267000.0,number,e,True,v1427747426,2021-10,2016A000246,Number of persons,Number,thousands
2021-10,2021,Manitoba,Men,Excellent or very good perceived health,225000.0,number,e,True,v1427747427,2021-10,2016A000246,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,Manitoba,Men,Excellent or very good perceived health,308000.0,number,e,True,v1427747428,2021-10,2016A000246,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,Manitoba,Men,Good perceived health,36.4,percent,,False,v1427747429,2021-10,2016A000246,Percentage of persons,Percent,units
2021-10,2021,Manitoba,Men,Good perceived health,29.2,percent,,False,v1427747430,2021-10,2016A000246,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,Manitoba,Men,Good perceived health,44.4,percent,,False,v1427747431,2021-10,2016A000246,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,Manitoba,Men,Good perceived health,194000.0,number,e,True,v1427747432,2021-10,2016A000246,Number of persons,Number,thousands
2021-10,2021,Manitoba,Men,Good perceived health,154000.0,number,e,True,v1427747433,2021-10,2016A000246,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,Manitoba,Men,Good perceived health,235000.0,number,e,True,v1427747434,2021-10,2016A000246,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,Manitoba,Men,Fair or poor perceived health,13.6,percent,,False,v1427747435,2021-10,2016A000246,Percentage of persons,Percent,units
2021-10,2021,Manitoba,Men,Fair or poor perceived health,9.2,percent,,False,v1427747436,2021-10,2016A000246,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,Manitoba,Men,Fair or poor perceived health,19.7,percent,,False,v1427747437,2021-10,2016A000246,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,Manitoba,Men,Fair or poor perceived health,,number,f,True,v1427747438,2021-10,2016A000246,Number of persons,Number,thousands
2021-10,2021,Manitoba,Men,Fair or poor perceived health,,number,f,True,v1427747439,2021-10,2016A000246,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,Manitoba,Men,Fair or poor perceived health,,number,f,True,v1427747440,2021-10,2016A000246,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,Manitoba,Women,Excellent or very good perceived health,49.7,percent,,False,v1427747441,2021-10,2016A000246,Percentage of persons,Percent,units
2021-10,2021,Manitoba,Women,Excellent or very good perceived health,42.4,percent,,False,v1427747442,2021-10,2016A000246,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,Manitoba,Women,Excellent or very good perceived health,57.0,percent,,False,v1427747443,2021-10,2016A000246,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,Manitoba,Women,Excellent or very good perceived health,260000.0,number,,True,v1427747444,2021-10,2016A000246,Number of persons,Number,thousands
2021-10,2021,Manitoba,Women,Excellent or very good perceived health,219000.0,number,,True,v1427747445,2021-10,2016A000246,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,Manitoba,Women,Excellent or very good perceived health,300000.0,number,,True,v1427747446,2021-10,2016A000246,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,Manitoba,Women,Good perceived health,38.5,percent,,False,v1427747447,2021-10,2016A000246,Percentage of persons,Percent,units
2021-10,2021,Manitoba,Women,Good perceived health,31.6,percent,,False,v1427747448,2021-10,2016A000246,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,Manitoba,Women,Good perceived health,46.0,percent,,False,v1427747449,2021-10,2016A000246,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,Manitoba,Women,Good perceived health,201000.0,number,e,True,v1427747450,2021-10,2016A000246,Number of persons,Number,thousands
2021-10,2021,Manitoba,Women,Good perceived health,163000.0,number,e,True,v1427747451,2021-10,2016A000246,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,Manitoba,Women,Good perceived health,239000.0,number,e,True,v1427747452,2021-10,2016A000246,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,Manitoba,Women,Fair or poor perceived health,11.8,percent,,False,v1427747453,2021-10,2016A000246,Percentage of persons,Percent,units
2021-10,2021,Manitoba,Women,Fair or poor perceived health,8.5,percent,,False,v1427747454,2021-10,2016A000246,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,Manitoba,Women,Fair or poor perceived health,16.1,percent,,False,v1427747455,2021-10,2016A000246,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,Manitoba,Women,Fair or poor perceived health,,number,f,True,v1427747456,2021-10,2016A000246,Number of persons,Number,thousands
2021-10,2021,Manitoba,Women,Fair or poor perceived health,,number,f,True,v1427747457,2021-10,2016A000246,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,Manitoba,Women,Fair or poor perceived health,,number,f,True,v1427747458,2021-10,2016A000246,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,Saskatchewan,"Total, all persons",Excellent or very good perceived health,55.4,percent,,False,v1427747459,2021-10,2016A000247,Percentage of persons,Percent,units
2021-10,2021,Saskatchewan,"Total, all persons",Excellent or very good perceived health,50.6,percent,,False,v1427747460,2021-10,2016A000247,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,Saskatchewan,"Total, all persons",Excellent or very good perceived health,60.1,percent,,False,v1427747461,2021-10,2016A000247,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,Saskatchewan,"Total, all persons",Excellent or very good perceived health,494000.0,number,,True,v1427747462,2021-10,2016A000247,Number of persons,Number,thousands
2021-10,2021,Saskatchewan,"Total, all persons",Excellent or very good perceived health,451000.0,number,,True,v1427747463,2021-10,2016A000247,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,Saskatchewan,"Total, all persons",Excellent or very good perceived health,536000.0,number,,True,v1427747464,2021-10,2016A000247,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,Saskatchewan,"Total, all persons",Good perceived health,31.0,percent,,False,v1427747465,2021-10,2016A000247,Percentage of persons,Percent,units
2021-10,2021,Saskatchewan,"Total, all persons",Good perceived health,26.8,percent,,False,v1427747466,2021-10,2016A000247,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,Saskatchewan,"Total, all persons",Good perceived health,35.4,percent,,False,v1427747467,2021-10,2016A000247,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,Saskatchewan,"Total, all persons",Good perceived health,276000.0,number,,True,v1427747468,2021-10,2016A000247,Number of persons,Number,thousands
2021-10,2021,Saskatchewan,"Total, all persons",Good perceived health,238000.0,number,,True,v1427747469,2021-10,2016A000247,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,Saskatchewan,"Total, all persons",Good perceived health,314000.0,number,,True,v1427747470,2021-10,2016A000247,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,Saskatchewan,"Total, all persons",Fair or poor perceived health,13.6,percent,,False,v1427747471,2021-10,2016A000247,Percentage of persons,Percent,units
2021-10,2021,Saskatchewan,"Total, all persons",Fair or poor perceived health,10.7,percent,,False,v1427747472,2021-10,2016A000247,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,Saskatchewan,"Total, all persons",Fair or poor perceived health,17.3,percent,,False,v1427747473,2021-10,2016A000247,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,Saskatchewan,"Total, all persons",Fair or poor perceived health,121000.0,number,e,True,v1427747474,2021-10,2016A000247,Number of persons,Number,thousands
2021-10,2021,Saskatchewan,"Total, all persons",Fair or poor perceived health,92000.0,number,e,True,v1427747475,2021-10,2016A000247,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,Saskatchewan,"Total, all persons",Fair or poor perceived health,151000.0,number,e,True,v1427747476,2021-10,2016A000247,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,Saskatchewan,Men,Excellent or very good perceived health,58.2,percent,,False,v1427747477,2021-10,2016A000247,Percentage of persons,Percent,units
2021-10,2021,Saskatchewan,Men,Excellent or very good perceived health,51.3,percent,,False,v1427747478,2021-10,2016A000247,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,Saskatchewan,Men,Excellent or very good perceived health,64.8,percent,,False,v1427747479,2021-10,2016A000247,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,Saskatchewan,Men,Excellent or very good perceived health,260000.0,number,,True,v1427747480,2021-10,2016A000247,Number of persons,Number,thousands
2021-10,2021,Saskatchewan,Men,Excellent or very good perceived health,230000.0,number,,True,v1427747481,2021-10,2016A000247,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,Saskatchewan,Men,Excellent or very good perceived health,291000.0,number,,True,v1427747482,2021-10,2016A000247,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,Saskatchewan,Men,Good perceived health,29.0,percent,,False,v1427747483,2021-10,2016A000247,Percentage of persons,Percent,units
2021-10,2021,Saskatchewan,Men,Good perceived health,23.2,percent,,False,v1427747484,2021-10,2016A000247,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,Saskatchewan,Men,Good perceived health,35.6,percent,,False,v1427747485,2021-10,2016A000247,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,Saskatchewan,Men,Good perceived health,130000.0,number,e,True,v1427747486,2021-10,2016A000247,Number of persons,Number,thousands
2021-10,2021,Saskatchewan,Men,Good perceived health,102000.0,number,e,True,v1427747487,2021-10,2016A000247,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,Saskatchewan,Men,Good perceived health,158000.0,number,e,True,v1427747488,2021-10,2016A000247,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,Saskatchewan,Men,Fair or poor perceived health,12.8,percent,,False,v1427747489,2021-10,2016A000247,Percentage of persons,Percent,units
2021-10,2021,Saskatchewan,Men,Fair or poor perceived health,9.0,percent,,False,v1427747490,2021-10,2016A000247,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,Saskatchewan,Men,Fair or poor perceived health,18.1,percent,,False,v1427747491,2021-10,2016A000247,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,Saskatchewan,Men,Fair or poor perceived health,,number,f,True,v1427747492,2021-10,2016A000247,Number of persons,Number,thousands
2021-10,2021,Saskatchewan,Men,Fair or poor perceived health,,number,f,True,v1427747493,2021-10,2016A000247,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,Saskatchewan,Men,Fair or poor perceived health,,number,f,True,v1427747494,2021-10,2016A000247,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,Saskatchewan,Women,Excellent or very good perceived health,52.6,percent,,False,v1427747495,2021-10,2016A000247,Percentage of persons,Percent,units
2021-10,2021,Saskatchewan,Women,Excellent or very good perceived health,45.9,percent,,False,v1427747496,2021-10,2016A000247,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,Saskatchewan,Women,Excellent or very good perceived health,59.3,percent,,False,v1427747497,2021-10,2016A000247,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,Saskatchewan,Women,Excellent or very good perceived health,233000.0,number,,True,v1427747498,2021-10,2016A000247,Number of persons,Number,thousands
2021-10,2021,Saskatchewan,Women,Excellent or very good perceived health,204000.0,number,,True,v1427747499,2021-10,2016A000247,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,Saskatchewan,Women,Excellent or very good perceived health,263000.0,number,,True,v1427747500,2021-10,2016A000247,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,Saskatchewan,Women,Good perceived health,32.9,percent,,False,v1427747501,2021-10,2016A000247,Percentage of persons,Percent,units
2021-10,2021,Saskatchewan,Women,Good perceived health,27.3,percent,,False,v1427747502,2021-10,2016A000247,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,Saskatchewan,Women,Good perceived health,39.2,percent,,False,v1427747503,2021-10,2016A000247,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,Saskatchewan,Women,Good perceived health,146000.0,number,e,True,v1427747504,2021-10,2016A000247,Number of persons,Number,thousands
2021-10,2021,Saskatchewan,Women,Good perceived health,119000.0,number,e,True,v1427747505,2021-10,2016A000247,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,Saskatchewan,Women,Good perceived health,173000.0,number,e,True,v1427747506,2021-10,2016A000247,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,Saskatchewan,Women,Fair or poor perceived health,14.4,percent,,False,v1427747507,2021-10,2016A000247,Percentage of persons,Percent,units
2021-10,2021,Saskatchewan,Women,Fair or poor perceived health,10.2,percent,,False,v1427747508,2021-10,2016A000247,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,Saskatchewan,Women,Fair or poor perceived health,20.0,percent,,False,v1427747509,2021-10,2016A000247,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,Saskatchewan,Women,Fair or poor perceived health,,number,f,True,v1427747510,2021-10,2016A000247,Number of persons,Number,thousands
2021-10,2021,Saskatchewan,Women,Fair or poor perceived health,,number,f,True,v1427747511,2021-10,2016A000247,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,Saskatchewan,Women,Fair or poor perceived health,,number,f,True,v1427747512,2021-10,2016A000247,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,Alberta,"Total, all persons",Excellent or very good perceived health,51.8,percent,,False,v1427747513,2021-10,2016A000248,Percentage of persons,Percent,units
2021-10,2021,Alberta,"Total, all persons",Excellent or very good perceived health,48.0,percent,,False,v1427747514,2021-10,2016A000248,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,Alberta,"Total, all persons",Excellent or very good perceived health,55.6,percent,,False,v1427747515,2021-10,2016A000248,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,Alberta,"Total, all persons",Excellent or very good perceived health,1835000.0,number,,True,v1427747516,2021-10,2016A000248,Number of persons,Number,thousands
2021-10,2021,Alberta,"Total, all persons",Excellent or very good perceived health,1700000.0,number,,True,v1427747517,2021-10,2016A000248,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,Alberta,"Total, all persons",Excellent or very good perceived health,1970000.0,number,,True,v1427747518,2021-10,2016A000248,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,Alberta,"Total, all persons",Good perceived health,33.9,percent,,False,v1427747519,2021-10,2016A000248,Percentage of persons,Percent,units
2021-10,2021,Alberta,"Total, all persons",Good perceived health,30.2,percent,,False,v1427747520,2021-10,2016A000248,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,Alberta,"Total, all persons",Good perceived health,37.8,percent,,False,v1427747521,2021-10,2016A000248,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,Alberta,"Total, all persons",Good perceived health,1199000.0,number,,True,v1427747522,2021-10,2016A000248,Number of persons,Number,thousands
2021-10,2021,Alberta,"Total, all persons",Good perceived health,1064000.0,number,,True,v1427747523,2021-10,2016A000248,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,Alberta,"Total, all persons",Good perceived health,1334000.0,number,,True,v1427747524,2021-10,2016A000248,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,Alberta,"Total, all persons",Fair or poor perceived health,14.3,percent,,False,v1427747525,2021-10,2016A000248,Percentage of persons,Percent,units
2021-10,2021,Alberta,"Total, all persons",Fair or poor perceived health,11.9,percent,,False,v1427747526,2021-10,2016A000248,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,Alberta,"Total, all persons",Fair or poor perceived health,17.1,percent,,False,v1427747527,2021-10,2016A000248,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,Alberta,"Total, all persons",Fair or poor perceived health,507000.0,number,,True,v1427747528,2021-10,2016A000248,Number of persons,Number,thousands
2021-10,2021,Alberta,"Total, all persons",Fair or poor perceived health,415000.0,number,,True,v1427747529,2021-10,2016A000248,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,Alberta,"Total, all persons",Fair or poor perceived health,600000.0,number,,True,v1427747530,2021-10,2016A000248,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,Alberta,Men,Excellent or very good perceived health,54.9,percent,,False,v1427747531,2021-10,2016A000248,Percentage of persons,Percent,units
2021-10,2021,Alberta,Men,Excellent or very good perceived health,49.2,percent,,False,v1427747532,2021-10,2016A000248,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,Alberta,Men,Excellent or very good perceived health,60.5,percent,,False,v1427747533,2021-10,2016A000248,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,Alberta,Men,Excellent or very good perceived health,971000.0,number,,True,v1427747534,2021-10,2016A000248,Number of persons,Number,thousands
2021-10,2021,Alberta,Men,Excellent or very good perceived health,869000.0,number,,True,v1427747535,2021-10,2016A000248,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,Alberta,Men,Excellent or very good perceived health,1073000.0,number,,True,v1427747536,2021-10,2016A000248,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,Alberta,Men,Good perceived health,32.2,percent,,False,v1427747537,2021-10,2016A000248,Percentage of persons,Percent,units
2021-10,2021,Alberta,Men,Good perceived health,27.0,percent,,False,v1427747538,2021-10,2016A000248,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,Alberta,Men,Good perceived health,37.8,percent,,False,v1427747539,2021-10,2016A000248,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,Alberta,Men,Good perceived health,569000.0,number,,True,v1427747540,2021-10,2016A000248,Number of persons,Number,thousands
2021-10,2021,Alberta,Men,Good perceived health,472000.0,number,,True,v1427747541,2021-10,2016A000248,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,Alberta,Men,Good perceived health,665000.0,number,,True,v1427747542,2021-10,2016A000248,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,Alberta,Men,Fair or poor perceived health,12.9,percent,,False,v1427747543,2021-10,2016A000248,Percentage of persons,Percent,units
2021-10,2021,Alberta,Men,Fair or poor perceived health,9.8,percent,,False,v1427747544,2021-10,2016A000248,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,Alberta,Men,Fair or poor perceived health,16.9,percent,,False,v1427747545,2021-10,2016A000248,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,Alberta,Men,Fair or poor perceived health,,number,f,True,v1427747546,2021-10,2016A000248,Number of persons,Number,thousands
2021-10,2021,Alberta,Men,Fair or poor perceived health,,number,f,True,v1427747547,2021-10,2016A000248,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,Alberta,Men,Fair or poor perceived health,,number,f,True,v1427747548,2021-10,2016A000248,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,Alberta,Women,Excellent or very good perceived health,48.7,percent,,False,v1427747549,2021-10,2016A000248,Percentage of persons,Percent,units
2021-10,2021,Alberta,Women,Excellent or very good perceived health,43.6,percent,,False,v1427747550,2021-10,2016A000248,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,Alberta,Women,Excellent or very good perceived health,53.9,percent,,False,v1427747551,2021-10,2016A000248,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,Alberta,Women,Excellent or very good perceived health,864000.0,number,,True,v1427747552,2021-10,2016A000248,Number of persons,Number,thousands
2021-10,2021,Alberta,Women,Excellent or very good perceived health,773000.0,number,,True,v1427747553,2021-10,2016A000248,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,Alberta,Women,Excellent or very good perceived health,956000.0,number,,True,v1427747554,2021-10,2016A000248,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,Alberta,Women,Good perceived health,35.5,percent,,False,v1427747555,2021-10,2016A000248,Percentage of persons,Percent,units
2021-10,2021,Alberta,Women,Good perceived health,30.6,percent,,False,v1427747556,2021-10,2016A000248,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,Alberta,Women,Good perceived health,40.8,percent,,False,v1427747557,2021-10,2016A000248,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,Alberta,Women,Good perceived health,630000.0,number,,True,v1427747558,2021-10,2016A000248,Number of persons,Number,thousands
2021-10,2021,Alberta,Women,Good perceived health,539000.0,number,,True,v1427747559,2021-10,2016A000248,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,Alberta,Women,Good perceived health,721000.0,number,,True,v1427747560,2021-10,2016A000248,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2021-10,2021,Alberta,Women,Fair or poor perceived health,15.7,percent,,False,v1427747561,2021-10,2016A000248,Percentage of persons,Percent,units
2021-10,2021,Alberta,Women,Fair or poor perceived health,12.3,percent,,False,v1427747562,2021-10,2016A000248,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2021-10,2021,Alberta,Women,Fair or poor perceived health,19.9,percent,,False,v1427747563,2021-10,2016A000248,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
