ref_date_raw,start_year,geo,sex,indicator,value,metric_type,quality_flag,scalar_applied,vector,ref_date,dguid,statistic,uom,scalar_factor
2022-10,2022,New Brunswick,"Total, all persons",Fair or poor perceived health,16.9,percent,,False,v1427747202,2022-10,2016A000213,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,New Brunswick,"Total, all persons",Fair or poor perceived health,26.2,percent,,False,v1427747203,2022-10,2016A000213,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,New Brunswick,"Total, all persons",Fair or poor perceived health,142000.0,number,e,True,v1427747204,2022-10,2016A000213,Number of persons,Number,thousands
2022-10,2022,New Brunswick,"Total, all persons",Fair or poor perceived health,111000.0,number,e,True,v1427747205,2022-10,2016A000213,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,New Brunswick,"Total, all persons",Fair or poor perceived health,174000.0,number,e,True,v1427747206,2022-10,2016A000213,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,New Brunswick,Men,Excellent or very good perceived health,41.4,percent,,False,v1427747207,2022-10,2016A000213,Percentage of persons,Percent,units
2022-10,2022,New Brunswick,Men,Excellent or very good perceived health,33.7,percent,,False,v1427747208,2022-10,2016A000213,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,New Brunswick,Men,Excellent or very good perceived health,49.5,percent,,False,v1427747209,2022-10,2016A000213,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,New Brunswick,Men,Excellent or very good perceived health,138000.0,number,e,True,v1427747210,2022-10,2016A000213,Number of persons,Number,thousands
2022-10,2022,New Brunswick,Men,Excellent or very good perceived health,112000.0,number,e,True,v1427747211,2022-10,2016A000213,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,New Brunswick,Men,Excellent or very good perceived health,165000.0,number,e,True,v1427747212,2022-10,2016A000213,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,New Brunswick,Men,Good perceived health,32.7,percent,,False,v1427747213,2022-10,2016A000213,Percentage of persons,Percent,units
2022-10,2022,New Brunswick,Men,Good perceived health,26.4,percent,,False,v1427747214,2022-10,2016A000213,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,New Brunswick,Men,Good perceived health,39.7,percent,,False,v1427747215,2022-10,2016A000213,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,New Brunswick,Men,Good perceived health,109000.0,number,e,True,v1427747216,2022-10,2016A000213,Number of persons,Number,thousands
2022-10,2022,New Brunswick,Men,Good perceived health,87000.0,number,e,True,v1427747217,2022-10,2016A000213,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,New Brunswick,Men,Good perceived health,132000.0,number,e,True,v1427747218,2022-10,2016A000213,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,New Brunswick,Men,Fair or poor perceived health,25.9,percent,,False,v1427747219,2022-10,2016A000213,Percentage of persons,Percent,units
2022-10,2022,New Brunswick,Men,Fair or poor perceived health,19.1,percent,,False,v1427747220,2022-10,2016A000213,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,New Brunswick,Men,Fair or poor perceived health,34.2,percent,,False,v1427747221,2022-10,2016A000213,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,New Brunswick,Men,Fair or poor perceived health,,number,f,True,v1427747222,2022-10,2016A000213,Number of persons,Number,thousands
2022-10,2022,New Brunswick,Men,Fair or poor perceived health,,number,f,True,v1427747223,2022-10,2016A000213,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,New Brunswick,Men,Fair or poor perceived health,,number,f,True,v1427747224,2022-10,2016A000213,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,New Brunswick,Women,Excellent or very good perceived health,41.2,percent,,False,v1427747225,2022-10,2016A000213,Percentage of persons,Percent,units
2022-10,2022,New Brunswick,Women,Excellent or very good perceived health,34.1,percent,,False,v1427747226,2022-10,2016A000213,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,New Brunswick,Women,Excellent or very good perceived health,48.7,percent,,False,v1427747227,2022-10,2016A000213,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,New Brunswick,Women,Excellent or very good perceived health,140000.0,number,e,True,v1427747228,2022-10,2016A000213,Number of persons,Number,thousands
2022-10,2022,New Brunswick,Women,Excellent or very good perceived health,115000.0,number,e,True,v1427747229,2022-10,2016A000213,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,New Brunswick,Women,Excellent or very good perceived health,165000.0,number,e,True,v1427747230,2022-10,2016A000213,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,New Brunswick,Women,Good perceived health,42.4,percent,,False,v1427747231,2022-10,2016A000213,Percentage of persons,Percent,units
2022-10,2022,New Brunswick,Women,Good perceived health,35.2,percent,,False,v1427747232,2022-10,2016A000213,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,New Brunswick,Women,Good perceived health,50.0,percent,,False,v1427747233,2022-10,2016A000213,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,New Brunswick,Women,Good perceived health,144000.0,number,e,True,v1427747234,2022-10,2016A000213,Number of persons,Number,thousands
2022-10,2022,New Brunswick,Women,Good perceived health,119000.0,number,e,True,v1427747235,2022-10,2016A000213,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,New Brunswick,Women,Good perceived health,169000.0,number,e,True,v1427747236,2022-10,2016A000213,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,New Brunswick,Women,Fair or poor perceived health,16.4,percent,,False,v1427747237,2022-10,2016A000213,Percentage of persons,Percent,units
2022-10,2022,New Brunswick,Women,Fair or poor perceived health,11.7,percent,,False,v1427747238,2022-10,2016A000213,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,New Brunswick,Women,Fair or poor perceived health,22.6,percent,,False,v1427747239,2022-10,2016A000213,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,New Brunswick,Women,Fair or poor perceived health,,number,f,True,v1427747240,2022-10,2016A000213,Number of persons,Number,thousands
2022-10,2022,New Brunswick,Women,Fair or poor perceived health,,number,f,True,v1427747241,2022-10,2016A000213,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,New Brunswick,Women,Fair or poor perceived health,,number,f,True,v1427747242,2022-10,2016A000213,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Quebec,"Total, all persons",Excellent or very good perceived health,55.5,percent,,False,v1427747243,2022-10,2016A000224,Percentage of persons,Percent,units
2022-10,2022,Quebec,"Total, all persons",Excellent or very good perceived health,52.4,percent,,False,v1427747244,2022-10,2016A000224,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Quebec,"Total, all persons",Excellent or very good perceived health,58.4,percent,,False,v1427747245,2022-10,2016A000224,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Quebec,"Total, all persons",Excellent or very good perceived health,3990000.0,number,,True,v1427747246,2022-10,2016A000224,Number of persons,Number,thousands
2022-10,2022,Quebec,"Total, all persons",Excellent or very good perceived health,3773000.0,number,,True,v1427747247,2022-10,2016A000224,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Quebec,"Total, all persons",Excellent or very good perceived health,4206000.0,number,,True,v1427747248,2022-10,2016A000224,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Quebec,"Total, all persons",Good perceived health,33.1,percent,,False,v1427747249,2022-10,2016A000224,Percentage of persons,Percent,units
2022-10,2022,Quebec,"Total, all persons",Good perceived health,30.1,percent,,False,v1427747250,2022-10,2016A000224,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Quebec,"Total, all persons",Good perceived health,36.1,percent,,False,v1427747251,2022-10,2016A000224,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Quebec,"Total, all persons",Good perceived health,2378000.0,number,,True,v1427747252,2022-10,2016A000224,Number of persons,Number,thousands
2022-10,2022,Quebec,"Total, all persons",Good perceived health,2164000.0,number,,True,v1427747253,2022-10,2016A000224,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Quebec,"Total, all persons",Good perceived health,2593000.0,number,,True,v1427747254,2022-10,2016A000224,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Quebec,"Total, all persons",Fair or poor perceived health,11.5,percent,,False,v1427747255,2022-10,2016A000224,Percentage of persons,Percent,units
2022-10,2022,Quebec,"Total, all persons",Fair or poor perceived health,9.8,percent,,False,v1427747256,2022-10,2016A000224,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Quebec,"Total, all persons",Fair or poor perceived health,13.5,percent,,False,v1427747257,2022-10,2016A000224,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Quebec,"Total, all persons",Fair or poor perceived health,826000.0,number,,True,v1427747258,2022-10,2016A000224,Number of persons,Number,thousands
2022-10,2022,Quebec,"Total, all persons",Fair or poor perceived health,693000.0,number,,True,v1427747259,2022-10,2016A000224,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Quebec,"Total, all persons",Fair or poor perceived health,959000.0,number,,True,v1427747260,2022-10,2016A000224,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Quebec,Men,Excellent or very good perceived health,59.5,percent,,False,v1427747261,2022-10,2016A000224,Percentage of persons,Percent,units
2022-10,2022,Quebec,Men,Excellent or very good perceived health,55.1,percent,,False,v1427747262,2022-10,2016A000224,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Quebec,Men,Excellent or very good perceived health,63.8,percent,,False,v1427747263,2022-10,2016A000224,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Quebec,Men,Excellent or very good perceived health,2122000.0,number,,True,v1427747264,2022-10,2016A000224,Number of persons,Number,thousands
2022-10,2022,Quebec,Men,Excellent or very good perceived health,1962000.0,number,,True,v1427747265,2022-10,2016A000224,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Quebec,Men,Excellent or very good perceived health,2282000.0,number,,True,v1427747266,2022-10,2016A000224,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Quebec,Men,Good perceived health,31.1,percent,,False,v1427747267,2022-10,2016A000224,Percentage of persons,Percent,units
2022-10,2022,Quebec,Men,Good perceived health,26.9,percent,,False,v1427747268,2022-10,2016A000224,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Quebec,Men,Good perceived health,35.7,percent,,False,v1427747269,2022-10,2016A000224,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Quebec,Men,Good perceived health,1109000.0,number,,True,v1427747270,2022-10,2016A000224,Number of persons,Number,thousands
2022-10,2022,Quebec,Men,Good perceived health,953000.0,number,,True,v1427747271,2022-10,2016A000224,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Quebec,Men,Good perceived health,1265000.0,number,,True,v1427747272,2022-10,2016A000224,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Quebec,Men,Fair or poor perceived health,9.3,percent,,False,v1427747273,2022-10,2016A000224,Percentage of persons,Percent,units
2022-10,2022,Quebec,Men,Fair or poor perceived health,7.3,percent,,False,v1427747274,2022-10,2016A000224,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Quebec,Men,Fair or poor perceived health,11.9,percent,,False,v1427747275,2022-10,2016A000224,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Quebec,Men,Fair or poor perceived health,333000.0,number,e,True,v1427747276,2022-10,2016A000224,Number of persons,Number,thousands
2022-10,2022,Quebec,Men,Fair or poor perceived health,250000.0,number,e,True,v1427747277,2022-10,2016A000224,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Quebec,Men,Fair or poor perceived health,416000.0,number,e,True,v1427747278,2022-10,2016A000224,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Quebec,Women,Excellent or very good perceived health,51.5,percent,,False,v1427747279,2022-10,2016A000224,Percentage of persons,Percent,units
2022-10,2022,Quebec,Women,Excellent or very good perceived health,47.3,percent,,False,v1427747280,2022-10,2016A000224,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Quebec,Women,Excellent or very good perceived health,55.5,percent,,False,v1427747281,2022-10,2016A000224,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Quebec,Women,Excellent or very good perceived health,1868000.0,number,,True,v1427747282,2022-10,2016A000224,Number of persons,Number,thousands
2022-10,2022,Quebec,Women,Excellent or very good perceived health,1713000.0,number,,True,v1427747283,2022-10,2016A000224,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Quebec,Women,Excellent or very good perceived health,2022000.0,number,,True,v1427747284,2022-10,2016A000224,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Quebec,Women,Good perceived health,35.0,percent,,False,v1427747285,2022-10,2016A000224,Percentage of persons,Percent,units
2022-10,2022,Quebec,Women,Good perceived health,31.2,percent,,False,v1427747286,2022-10,2016A000224,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Quebec,Women,Good perceived health,38.9,percent,,False,v1427747287,2022-10,2016A000224,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Quebec,Women,Good perceived health,1269000.0,number,,True,v1427747288,2022-10,2016A000224,Number of persons,Number,thousands
2022-10,2022,Quebec,Women,Good perceived health,1130000.0,number,,True,v1427747289,2022-10,2016A000224,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Quebec,Women,Good perceived health,1409000.0,number,,True,v1427747290,2022-10,2016A000224,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Quebec,Women,Fair or poor perceived health,13.6,percent,,False,v1427747291,2022-10,2016A000224,Percentage of persons,Percent,units
2022-10,2022,Quebec,Women,Fair or poor perceived health,10.8,percent,,False,v1427747292,2022-10,2016A000224,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Quebec,Women,Fair or poor perceived health,16.9,percent,,False,v1427747293,2022-10,2016A000224,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Quebec,Women,Fair or poor perceived health,493000.0,number,e,True,v1427747294,2022-10,2016A000224,Number of persons,Number,thousands
2022-10,2022,Quebec,Women,Fair or poor perceived health,383000.0,number,e,True,v1427747295,2022-10,2016A000224,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Quebec,Women,Fair or poor perceived health,603000.0,number,e,True,v1427747296,2022-10,2016A000224,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Ontario,"Total, all persons",Excellent or very good perceived health,48.0,percent,,False,v1427747297,2022-10,2016A000235,Percentage of persons,Percent,units
2022-10,2022,Ontario,"Total, all persons",Excellent or very good perceived health,45.4,percent,,False,v1427747298,2022-10,2016A000235,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Ontario,"Total, all persons",Excellent or very good perceived health,50.6,percent,,False,v1427747299,2022-10,2016A000235,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Ontario,"Total, all persons",Excellent or very good perceived health,6051000.0,number,,True,v1427747300,2022-10,2016A000235,Number of persons,Number,thousands
2022-10,2022,Ontario,"Total, all persons",Excellent or very good perceived health,5724000.0,number,,True,v1427747301,2022-10,2016A000235,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Ontario,"Total, all persons",Excellent or very good perceived health,6378000.0,number,,True,v1427747302,2022-10,2016A000235,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Ontario,"Total, all persons",Good perceived health,33.9,percent,,False,v1427747303,2022-10,2016A000235,Percentage of persons,Percent,units
2022-10,2022,Ontario,"Total, all persons",Good perceived health,31.5,percent,,False,v1427747304,2022-10,2016A000235,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Ontario,"Total, all persons",Good perceived health,36.5,percent,,False,v1427747305,2022-10,2016A000235,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Ontario,"Total, all persons",Good perceived health,4275000.0,number,,True,v1427747306,2022-10,2016A000235,Number of persons,Number,thousands
2022-10,2022,Ontario,"Total, all persons",Good perceived health,3959000.0,number,,True,v1427747307,2022-10,2016A000235,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Ontario,"Total, all persons",Good perceived health,4591000.0,number,,True,v1427747308,2022-10,2016A000235,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Ontario,"Total, all persons",Fair or poor perceived health,18.1,percent,,False,v1427747309,2022-10,2016A000235,Percentage of persons,Percent,units
2022-10,2022,Ontario,"Total, all persons",Fair or poor perceived health,16.2,percent,,False,v1427747310,2022-10,2016A000235,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Ontario,"Total, all persons",Fair or poor perceived health,20.1,percent,,False,v1427747311,2022-10,2016A000235,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Ontario,"Total, all persons",Fair or poor perceived health,2279000.0,number,,True,v1427747312,2022-10,2016A000235,Number of persons,Number,thousands
2022-10,2022,Ontario,"Total, all persons",Fair or poor perceived health,2035000.0,number,,True,v1427747313,2022-10,2016A000235,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Ontario,"Total, all persons",Fair or poor perceived health,2524000.0,number,,True,v1427747314,2022-10,2016A000235,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Ontario,Men,Excellent or very good perceived health,47.9,percent,,False,v1427747315,2022-10,2016A000235,Percentage of persons,Percent,units
2022-10,2022,Ontario,Men,Excellent or very good perceived health,44.1,percent,,False,v1427747316,2022-10,2016A000235,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Ontario,Men,Excellent or very good perceived health,51.7,percent,,False,v1427747317,2022-10,2016A000235,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Ontario,Men,Excellent or very good perceived health,2992000.0,number,,True,v1427747318,2022-10,2016A000235,Number of persons,Number,thousands
2022-10,2022,Ontario,Men,Excellent or very good perceived health,2759000.0,number,,True,v1427747319,2022-10,2016A000235,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Ontario,Men,Excellent or very good perceived health,3225000.0,number,,True,v1427747320,2022-10,2016A000235,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Ontario,Men,Good perceived health,35.2,percent,,False,v1427747321,2022-10,2016A000235,Percentage of persons,Percent,units
2022-10,2022,Ontario,Men,Good perceived health,31.5,percent,,False,v1427747322,2022-10,2016A000235,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Ontario,Men,Good perceived health,39.0,percent,,False,v1427747323,2022-10,2016A000235,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Ontario,Men,Good perceived health,2195000.0,number,,True,v1427747324,2022-10,2016A000235,Number of persons,Number,thousands
2022-10,2022,Ontario,Men,Good perceived health,1952000.0,number,,True,v1427747325,2022-10,2016A000235,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Ontario,Men,Good perceived health,2439000.0,number,,True,v1427747326,2022-10,2016A000235,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Ontario,Men,Fair or poor perceived health,16.9,percent,,False,v1427747327,2022-10,2016A000235,Percentage of persons,Percent,units
2022-10,2022,Ontario,Men,Fair or poor perceived health,14.3,percent,,False,v1427747328,2022-10,2016A000235,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Ontario,Men,Fair or poor perceived health,19.9,percent,,False,v1427747329,2022-10,2016A000235,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Ontario,Men,Fair or poor perceived health,1056000.0,number,,True,v1427747330,2022-10,2016A000235,Number of persons,Number,thousands
2022-10,2022,Ontario,Men,Fair or poor perceived health,882000.0,number,,True,v1427747331,2022-10,2016A000235,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Ontario,Men,Fair or poor perceived health,1231000.0,number,,True,v1427747332,2022-10,2016A000235,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Ontario,Women,Excellent or very good perceived health,48.1,percent,,False,v1427747333,2022-10,2016A000235,Percentage of persons,Percent,units
2022-10,2022,Ontario,Women,Excellent or very good perceived health,44.5,percent,,False,v1427747334,2022-10,2016A000235,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Ontario,Women,Excellent or very good perceived health,51.7,percent,,False,v1427747335,2022-10,2016A000235,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Ontario,Women,Excellent or very good perceived health,3060000.0,number,,True,v1427747336,2022-10,2016A000235,Number of persons,Number,thousands
2022-10,2022,Ontario,Women,Excellent or very good perceived health,2823000.0,number,,True,v1427747337,2022-10,2016A000235,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Ontario,Women,Excellent or very good perceived health,3296000.0,number,,True,v1427747338,2022-10,2016A000235,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Ontario,Women,Good perceived health,32.7,percent,,False,v1427747339,2022-10,2016A000235,Percentage of persons,Percent,units
2022-10,2022,Ontario,Women,Good perceived health,29.3,percent,,False,v1427747340,2022-10,2016A000235,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Ontario,Women,Good perceived health,36.2,percent,,False,v1427747341,2022-10,2016A000235,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Ontario,Women,Good perceived health,2080000.0,number,,True,v1427747342,2022-10,2016A000235,Number of persons,Number,thousands
2022-10,2022,Ontario,Women,Good perceived health,1860000.0,number,,True,v1427747343,2022-10,2016A000235,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Ontario,Women,Good perceived health,2300000.0,number,,True,v1427747344,2022-10,2016A000235,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Ontario,Women,Fair or poor perceived health,19.2,percent,,False,v1427747345,2022-10,2016A000235,Percentage of persons,Percent,units
2022-10,2022,Ontario,Women,Fair or poor perceived health,16.6,percent,,False,v1427747346,2022-10,2016A000235,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Ontario,Women,Fair or poor perceived health,22.1,percent,,False,v1427747347,2022-10,2016A000235,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Ontario,Women,Fair or poor perceived health,1223000.0,number,,True,v1427747348,2022-10,2016A000235,Number of persons,Number,thousands
2022-10,2022,Ontario,Women,Fair or poor perceived health,1047000.0,number,,True,v1427747349,2022-10,2016A000235,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Ontario,Women,Fair or poor perceived health,1399000.0,number,,True,v1427747350,2022-10,2016A000235,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Prairies Region,"Total, all persons",Excellent or very good perceived health,49.0,percent,,False,v1427747351,2022-10,2016A00014,Percentage of persons,Percent,units
2022-10,2022,Prairies Region,"Total, all persons",Excellent or very good perceived health,45.8,percent,,False,v1427747352,2022-10,2016A00014,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Prairies Region,"Total, all persons",Excellent or very good perceived health,52.2,percent,,False,v1427747353,2022-10,2016A00014,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Prairies Region,"Total, all persons",Excellent or very good perceived health,2758000.0,number,,True,v1427747354,2022-10,2016A00014,Number of persons,Number,thousands
2022-10,2022,Prairies Region,"Total, all persons",Excellent or very good perceived health,2578000.0,number,,True,v1427747355,2022-10,2016A00014,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Prairies Region,"Total, all persons",Excellent or very good perceived health,2938000.0,number,,True,v1427747356,2022-10,2016A00014,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Prairies Region,"Total, all persons",Good perceived health,35.3,percent,,False,v1427747357,2022-10,2016A00014,Percentage of persons,Percent,units
2022-10,2022,Prairies Region,"Total, all persons",Good perceived health,32.4,percent,,False,v1427747358,2022-10,2016A00014,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Prairies Region,"Total, all persons",Good perceived health,38.4,percent,,False,v1427747359,2022-10,2016A00014,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Prairies Region,"Total, all persons",Good perceived health,1988000.0,number,,True,v1427747360,2022-10,2016A00014,Number of persons,Number,thousands
2022-10,2022,Prairies Region,"Total, all persons",Good perceived health,1820000.0,number,,True,v1427747361,2022-10,2016A00014,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Prairies Region,"Total, all persons",Good perceived health,2157000.0,number,,True,v1427747362,2022-10,2016A00014,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Prairies Region,"Total, all persons",Fair or poor perceived health,15.7,percent,,False,v1427747363,2022-10,2016A00014,Percentage of persons,Percent,units
2022-10,2022,Prairies Region,"Total, all persons",Fair or poor perceived health,13.6,percent,,False,v1427747364,2022-10,2016A00014,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Prairies Region,"Total, all persons",Fair or poor perceived health,18.1,percent,,False,v1427747365,2022-10,2016A00014,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Prairies Region,"Total, all persons",Fair or poor perceived health,883000.0,number,,True,v1427747366,2022-10,2016A00014,Number of persons,Number,thousands
2022-10,2022,Prairies Region,"Total, all persons",Fair or poor perceived health,757000.0,number,,True,v1427747367,2022-10,2016A00014,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Prairies Region,"Total, all persons",Fair or poor perceived health,1010000.0,number,,True,v1427747368,2022-10,2016A00014,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Prairies Region,Men,Excellent or very good perceived health,50.3,percent,,False,v1427747369,2022-10,2016A00014,Percentage of persons,Percent,units
2022-10,2022,Prairies Region,Men,Excellent or very good perceived health,45.9,percent,,False,v1427747370,2022-10,2016A00014,"Lower bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Prairies Region,Men,Excellent or very good perceived health,54.6,percent,,False,v1427747371,2022-10,2016A00014,"Upper bound of the 95% confidence interval, percentage of persons",Percent,units
2022-10,2022,Prairies Region,Men,Excellent or very good perceived health,1407000.0,number,,True,v1427747372,2022-10,2016A00014,Number of persons,Number,thousands
2022-10,2022,Prairies Region,Men,Excellent or very good perceived health,1284000.0,number,,True,v1427747373,2022-10,2016A00014,"Lower bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Prairies Region,Men,Excellent or very good perceived health,1531000.0,number,,True,v1427747374,2022-10,2016A00014,"Upper bound of the 95% confidence interval, number of persons",Number,thousands
2022-10,2022,Prairies Region,Men,Good perceived health,34.3,percent,,False,v1427747375,2022-10,2016A00014,Percentage of persons,Percent,units
