ref_date_raw,start_year,geo,sex,age_group,indicator,value,ci_low,ci_high,metric_type,quality_flag,vector,ref_date,dguid,uom,scalar_factor
2015,2015,Nova Scotia,Females,50 to 64 years,"Positive mental health, flourishing",79.3,,,percent,,v111449541,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Females,50 to 64 years,"Positive mental health, flourishing",90.2,,,percent,,v111449542,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Females,50 to 64 years,Suicidal thoughts (15 years and over),,8300.0,,,,v111449545,2015,2016A000212,Number,units
2015,2015,Nova Scotia,Females,50 to 64 years,Suicidal thoughts (15 years and over),,,18800.0,,,v111449546,2015,2016A000212,Number,units
2015,2015,Nova Scotia,Females,50 to 64 years,Suicidal thoughts (15 years and over),12.2,,,percent,e,v111449547,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Females,50 to 64 years,Suicidal thoughts (15 years and over),7.5,,,percent,e,v111449548,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Females,50 to 64 years,Suicidal thoughts (15 years and over),16.9,,,percent,e,v111449549,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Males,50 to 64 years,Consultation with a health professional about emotional or mental health,,3200.0,,,,v111449510,2015,2016A000212,Number,units
2015,2015,Nova Scotia,Males,50 to 64 years,Consultation with a health professional about emotional or mental health,,,10000.0,,,v111449511,2015,2016A000212,Number,units
2015,2015,Nova Scotia,Males,50 to 64 years,Consultation with a health professional about emotional or mental health,6.5,,,percent,e,v111449512,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Males,50 to 64 years,Consultation with a health professional about emotional or mental health,3.1,,,percent,e,v111449513,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Males,50 to 64 years,Consultation with a health professional about emotional or mental health,9.8,,,percent,e,v111449514,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Males,50 to 64 years,"Positive mental health, flourishing",,74100.0,,,,v111449517,2015,2016A000212,Number,units
2015,2015,Nova Scotia,Males,50 to 64 years,"Positive mental health, flourishing",,,88300.0,,,v111449518,2015,2016A000212,Number,units
2015,2015,Nova Scotia,Males,50 to 64 years,"Positive mental health, flourishing",79.5,,,percent,,v111449519,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Males,50 to 64 years,"Positive mental health, flourishing",72.9,,,percent,,v111449520,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Males,50 to 64 years,"Positive mental health, flourishing",86.1,,,percent,,v111449521,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Males,50 to 64 years,Suicidal thoughts (15 years and over),,3400.0,,,,v111449524,2015,2016A000212,Number,units
2015,2015,Nova Scotia,Males,50 to 64 years,Suicidal thoughts (15 years and over),,,10500.0,,,v111449525,2015,2016A000212,Number,units
2015,2015,Nova Scotia,Males,50 to 64 years,Suicidal thoughts (15 years and over),6.8,,,percent,e,v111449526,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Males,50 to 64 years,Suicidal thoughts (15 years and over),3.3,,,percent,e,v111449527,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Males,50 to 64 years,Suicidal thoughts (15 years and over),10.3,,,percent,e,v111449528,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Both sexes,65 years and over,Consultation with a health professional about emotional or mental health,,7100.0,,,,v111449552,2015,2016A000212,Number,units
2015,2015,Nova Scotia,Both sexes,65 years and over,Consultation with a health professional about emotional or mental health,,,15000.0,,,v111449553,2015,2016A000212,Number,units
2015,2015,Nova Scotia,Both sexes,65 years and over,Consultation with a health professional about emotional or mental health,7.0,,,percent,e,v111449554,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Both sexes,65 years and over,Consultation with a health professional about emotional or mental health,4.6,,,percent,e,v111449555,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Both sexes,65 years and over,Consultation with a health professional about emotional or mental health,9.5,,,percent,e,v111449556,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Both sexes,65 years and over,"Positive mental health, flourishing",,123300.0,,,,v111449559,2015,2016A000212,Number,units
2015,2015,Nova Scotia,Both sexes,65 years and over,"Positive mental health, flourishing",,,135700.0,,,v111449560,2015,2016A000212,Number,units
2015,2015,Nova Scotia,Both sexes,65 years and over,"Positive mental health, flourishing",82.1,,,percent,,v111449561,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Both sexes,65 years and over,"Positive mental health, flourishing",78.7,,,percent,,v111449562,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Both sexes,65 years and over,"Positive mental health, flourishing",85.5,,,percent,,v111449563,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Both sexes,65 years and over,Suicidal thoughts (15 years and over),,9500.0,,,,v111449566,2015,2016A000212,Number,units
2015,2015,Nova Scotia,Both sexes,65 years and over,Suicidal thoughts (15 years and over),,,18200.0,,,v111449567,2015,2016A000212,Number,units
2015,2015,Nova Scotia,Both sexes,65 years and over,Suicidal thoughts (15 years and over),8.8,,,percent,e,v111449568,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Both sexes,65 years and over,Suicidal thoughts (15 years and over),6.1,,,percent,e,v111449569,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Both sexes,65 years and over,Suicidal thoughts (15 years and over),11.5,,,percent,e,v111449570,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Females,65 years and over,Consultation with a health professional about emotional or mental health,,4100.0,,,,v111449594,2015,2016A000212,Number,units
2015,2015,Nova Scotia,Females,65 years and over,Consultation with a health professional about emotional or mental health,,,10500.0,,,v111449595,2015,2016A000212,Number,units
2015,2015,Nova Scotia,Females,65 years and over,Consultation with a health professional about emotional or mental health,8.2,,,percent,e,v111449596,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Females,65 years and over,Consultation with a health professional about emotional or mental health,4.6,,,percent,e,v111449597,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Females,65 years and over,Consultation with a health professional about emotional or mental health,11.8,,,percent,e,v111449598,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Females,65 years and over,"Positive mental health, flourishing",,66700.0,,,,v111449601,2015,2016A000212,Number,units
2015,2015,Nova Scotia,Females,65 years and over,"Positive mental health, flourishing",,,76100.0,,,v111449602,2015,2016A000212,Number,units
2015,2015,Nova Scotia,Females,65 years and over,"Positive mental health, flourishing",80.5,,,percent,,v111449603,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Females,65 years and over,"Positive mental health, flourishing",75.6,,,percent,,v111449604,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Females,65 years and over,"Positive mental health, flourishing",85.4,,,percent,,v111449605,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Females,65 years and over,Suicidal thoughts (15 years and over),,3700.0,,,,v111449608,2015,2016A000212,Number,units
2015,2015,Nova Scotia,Females,65 years and over,Suicidal thoughts (15 years and over),,,10000.0,,,v111449609,2015,2016A000212,Number,units
2015,2015,Nova Scotia,Females,65 years and over,Suicidal thoughts (15 years and over),7.7,,,percent,e,v111449610,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Females,65 years and over,Suicidal thoughts (15 years and over),4.2,,,percent,e,v111449611,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Females,65 years and over,Suicidal thoughts (15 years and over),11.2,,,percent,e,v111449612,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Males,65 years and over,Consultation with a health professional about emotional or mental health,,1400.0,,,,v111449573,2015,2016A000212,Number,units
2015,2015,Nova Scotia,Males,65 years and over,Consultation with a health professional about emotional or mental health,,,6200.0,,,v111449574,2015,2016A000212,Number,units
2015,2015,Nova Scotia,Males,65 years and over,Consultation with a health professional about emotional or mental health,5.5,,,percent,e,v111449575,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Males,65 years and over,Consultation with a health professional about emotional or mental health,2.1,,,percent,e,v111449576,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Males,65 years and over,Consultation with a health professional about emotional or mental health,8.9,,,percent,e,v111449577,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Males,65 years and over,"Positive mental health, flourishing",,53600.0,,,,v111449580,2015,2016A000212,Number,units
2015,2015,Nova Scotia,Males,65 years and over,"Positive mental health, flourishing",,,62500.0,,,v111449581,2015,2016A000212,Number,units
2015,2015,Nova Scotia,Males,65 years and over,"Positive mental health, flourishing",84.2,,,percent,,v111449582,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Males,65 years and over,"Positive mental health, flourishing",79.3,,,percent,,v111449583,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Males,65 years and over,"Positive mental health, flourishing",89.1,,,percent,,v111449584,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Males,65 years and over,Suicidal thoughts (15 years and over),,3800.0,,,,v111449587,2015,2016A000212,Number,units
2015,2015,Nova Scotia,Males,65 years and over,Suicidal thoughts (15 years and over),,,10100.0,,,v111449588,2015,2016A000212,Number,units
2015,2015,Nova Scotia,Males,65 years and over,Suicidal thoughts (15 years and over),10.2,,,percent,e,v111449589,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Males,65 years and over,Suicidal thoughts (15 years and over),5.7,,,percent,e,v111449590,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Males,65 years and over,Suicidal thoughts (15 years and over),14.7,,,percent,e,v111449591,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Both sexes,"Total, 12 years and over",Consultation with a health professional about emotional or mental health,,112500.0,,,,v111449237,2015,2016A000212,Number,units
2015,2015,Nova Scotia,Both sexes,"Total, 12 years and over",Consultation with a health professional about emotional or mental health,,,145800.0,,,v111449238,2015,2016A000212,Number,units
2015,2015,Nova Scotia,Both sexes,"Total, 12 years and over",Consultation with a health professional about emotional or mental health,16.4,,,percent,,v111449239,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Both sexes,"Total, 12 years and over",Consultation with a health professional about emotional or mental health,14.3,,,percent,,v111449240,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Both sexes,"Total, 12 years and over",Consultation with a health professional about emotional or mental health,18.5,,,percent,,v111449241,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Both sexes,"Total, 12 years and over","Positive mental health, flourishing",,632500.0,,,,v111449244,2015,2016A000212,Number,units
2015,2015,Nova Scotia,Both sexes,"Total, 12 years and over","Positive mental health, flourishing",,,668500.0,,,v111449245,2015,2016A000212,Number,units
2015,2015,Nova Scotia,Both sexes,"Total, 12 years and over","Positive mental health, flourishing",82.5,,,percent,,v111449246,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Both sexes,"Total, 12 years and over","Positive mental health, flourishing",80.3,,,percent,,v111449247,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Both sexes,"Total, 12 years and over","Positive mental health, flourishing",84.7,,,percent,,v111449248,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Both sexes,"Total, 12 years and over",Suicidal thoughts (15 years and over),,73200.0,,,,v111449251,2015,2016A000212,Number,units
2015,2015,Nova Scotia,Both sexes,"Total, 12 years and over",Suicidal thoughts (15 years and over),,,102400.0,,,v111449252,2015,2016A000212,Number,units
2015,2015,Nova Scotia,Both sexes,"Total, 12 years and over",Suicidal thoughts (15 years and over),11.5,,,percent,,v111449253,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Both sexes,"Total, 12 years and over",Suicidal thoughts (15 years and over),9.6,,,percent,,v111449254,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Both sexes,"Total, 12 years and over",Suicidal thoughts (15 years and over),13.5,,,percent,,v111449255,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Females,"Total, 12 years and over",Consultation with a health professional about emotional or mental health,,74000.0,,,,v111449279,2015,2016A000212,Number,units
2015,2015,Nova Scotia,Females,"Total, 12 years and over",Consultation with a health professional about emotional or mental health,,,103400.0,,,v111449280,2015,2016A000212,Number,units
2015,2015,Nova Scotia,Females,"Total, 12 years and over",Consultation with a health professional about emotional or mental health,21.5,,,percent,,v111449281,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Females,"Total, 12 years and over",Consultation with a health professional about emotional or mental health,18.0,,,percent,,v111449282,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Females,"Total, 12 years and over",Consultation with a health professional about emotional or mental health,25.1,,,percent,,v111449283,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Females,"Total, 12 years and over","Positive mental health, flourishing",,332800.0,,,,v111449286,2015,2016A000212,Number,units
2015,2015,Nova Scotia,Females,"Total, 12 years and over","Positive mental health, flourishing",,,358400.0,,,v111449287,2015,2016A000212,Number,units
2015,2015,Nova Scotia,Females,"Total, 12 years and over","Positive mental health, flourishing",84.0,,,percent,,v111449288,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Females,"Total, 12 years and over","Positive mental health, flourishing",81.1,,,percent,,v111449289,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Females,"Total, 12 years and over","Positive mental health, flourishing",87.0,,,percent,,v111449290,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Females,"Total, 12 years and over",Suicidal thoughts (15 years and over),,34500.0,,,,v111449293,2015,2016A000212,Number,units
2015,2015,Nova Scotia,Females,"Total, 12 years and over",Suicidal thoughts (15 years and over),,,56000.0,,,v111449294,2015,2016A000212,Number,units
2015,2015,Nova Scotia,Females,"Total, 12 years and over",Suicidal thoughts (15 years and over),11.3,,,percent,,v111449295,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Females,"Total, 12 years and over",Suicidal thoughts (15 years and over),8.6,,,percent,,v111449296,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Females,"Total, 12 years and over",Suicidal thoughts (15 years and over),14.0,,,percent,,v111449297,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Males,"Total, 12 years and over",Consultation with a health professional about emotional or mental health,,30300.0,,,,v111449258,2015,2016A000212,Number,units
2015,2015,Nova Scotia,Males,"Total, 12 years and over",Consultation with a health professional about emotional or mental health,,,50500.0,,,v111449259,2015,2016A000212,Number,units
2015,2015,Nova Scotia,Males,"Total, 12 years and over",Consultation with a health professional about emotional or mental health,10.7,,,percent,,v111449260,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Males,"Total, 12 years and over",Consultation with a health professional about emotional or mental health,8.0,,,percent,,v111449261,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Males,"Total, 12 years and over",Consultation with a health professional about emotional or mental health,13.4,,,percent,,v111449262,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Males,"Total, 12 years and over","Positive mental health, flourishing",,291400.0,,,,v111449265,2015,2016A000212,Number,units
2015,2015,Nova Scotia,Males,"Total, 12 years and over","Positive mental health, flourishing",,,318400.0,,,v111449266,2015,2016A000212,Number,units
2015,2015,Nova Scotia,Males,"Total, 12 years and over","Positive mental health, flourishing",80.8,,,percent,,v111449267,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Males,"Total, 12 years and over","Positive mental health, flourishing",77.5,,,percent,,v111449268,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Males,"Total, 12 years and over","Positive mental health, flourishing",84.2,,,percent,,v111449269,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Males,"Total, 12 years and over",Suicidal thoughts (15 years and over),,32500.0,,,,v111449272,2015,2016A000212,Number,units
2015,2015,Nova Scotia,Males,"Total, 12 years and over",Suicidal thoughts (15 years and over),,,52700.0,,,v111449273,2015,2016A000212,Number,units
2015,2015,Nova Scotia,Males,"Total, 12 years and over",Suicidal thoughts (15 years and over),11.8,,,percent,,v111449274,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Males,"Total, 12 years and over",Suicidal thoughts (15 years and over),9.0,,,percent,,v111449275,2015,2016A000212,Percent,units
2015,2015,Nova Scotia,Males,"Total, 12 years and over",Suicidal thoughts (15 years and over),14.6,,,percent,,v111449276,2015,2016A000212,Percent,units
2015,2015,Ontario,Both sexes,12 to 17 years,Consultation with a health professional about emotional or mental health,,71600.0,,,,v111450434,2015,2016A000235,Number,units
2015,2015,Ontario,Both sexes,12 to 17 years,Consultation with a health professional about emotional or mental health,,,117900.0,,,v111450435,2015,2016A000235,Number,units
2015,2015,Ontario,Both sexes,12 to 17 years,Consultation with a health professional about emotional or mental health,11.1,,,percent,,v111450436,2015,2016A000235,Percent,units
2015,2015,Ontario,Both sexes,12 to 17 years,Consultation with a health professional about emotional or mental health,8.4,,,percent,,v111450437,2015,2016A000235,Percent,units
2015,2015,Ontario,Both sexes,12 to 17 years,Consultation with a health professional about emotional or mental health,13.8,,,percent,,v111450438,2015,2016A000235,Percent,units
2015,2015,Ontario,Both sexes,12 to 17 years,"Positive mental health, flourishing",,700500.0,,,,v111450441,2015,2016A000235,Number,units
2015,2015,Ontario,Both sexes,12 to 17 years,"Positive mental health, flourishing",,,760000.0,,,v111450442,2015,2016A000235,Number,units
2015,2015,Ontario,Both sexes,12 to 17 years,"Positive mental health, flourishing",85.1,,,percent,,v111450443,2015,2016A000235,Percent,units
2015,2015,Ontario,Both sexes,12 to 17 years,"Positive mental health, flourishing",82.3,,,percent,,v111450444,2015,2016A000235,Percent,units
2015,2015,Ontario,Both sexes,12 to 17 years,"Positive mental health, flourishing",87.9,,,percent,,v111450445,2015,2016A000235,Percent,units
2015,2015,Ontario,Both sexes,12 to 17 years,Suicidal thoughts (15 years and over),,28700.0,,,,v111450448,2015,2016A000235,Number,units
2015,2015,Ontario,Both sexes,12 to 17 years,Suicidal thoughts (15 years and over),,,52400.0,,,v111450449,2015,2016A000235,Number,units
2015,2015,Ontario,Both sexes,12 to 17 years,Suicidal thoughts (15 years and over),9.0,,,percent,,v111450450,2015,2016A000235,Percent,units
2015,2015,Ontario,Both sexes,12 to 17 years,Suicidal thoughts (15 years and over),6.4,,,percent,,v111450451,2015,2016A000235,Percent,units
2015,2015,Ontario,Both sexes,12 to 17 years,Suicidal thoughts (15 years and over),11.6,,,percent,,v111450452,2015,2016A000235,Percent,units
2015,2015,Ontario,Females,12 to 17 years,Consultation with a health professional about emotional or mental health,,41200.0,,,,v111450476,2015,2016A000235,Number,units
2015,2015,Ontario,Females,12 to 17 years,Consultation with a health professional about emotional or mental health,,,74300.0,,,v111450477,2015,2016A000235,Number,units
2015,2015,Ontario,Females,12 to 17 years,Consultation with a health professional about emotional or mental health,13.7,,,percent,,v111450478,2015,2016A000235,Percent,units
2015,2015,Ontario,Females,12 to 17 years,Consultation with a health professional about emotional or mental health,9.8,,,percent,,v111450479,2015,2016A000235,Percent,units
2015,2015,Ontario,Females,12 to 17 years,Consultation with a health professional about emotional or mental health,17.6,,,percent,,v111450480,2015,2016A000235,Percent,units
2015,2015,Ontario,Females,12 to 17 years,"Positive mental health, flourishing",,324100.0,,,,v111450483,2015,2016A000235,Number,units
2015,2015,Ontario,Females,12 to 17 years,"Positive mental health, flourishing",,,366000.0,,,v111450484,2015,2016A000235,Number,units
2015,2015,Ontario,Females,12 to 17 years,"Positive mental health, flourishing",81.9,,,percent,,v111450485,2015,2016A000235,Percent,units
2015,2015,Ontario,Females,12 to 17 years,"Positive mental health, flourishing",77.6,,,percent,,v111450486,2015,2016A000235,Percent,units
2015,2015,Ontario,Females,12 to 17 years,"Positive mental health, flourishing",86.3,,,percent,,v111450487,2015,2016A000235,Percent,units
2015,2015,Ontario,Females,12 to 17 years,Suicidal thoughts (15 years and over),,15100.0,,,,v111450490,2015,2016A000235,Number,units
2015,2015,Ontario,Females,12 to 17 years,Suicidal thoughts (15 years and over),,,33600.0,,,v111450491,2015,2016A000235,Number,units
2015,2015,Ontario,Females,12 to 17 years,Suicidal thoughts (15 years and over),11.3,,,percent,e,v111450492,2015,2016A000235,Percent,units
2015,2015,Ontario,Females,12 to 17 years,Suicidal thoughts (15 years and over),7.0,,,percent,e,v111450493,2015,2016A000235,Percent,units
2015,2015,Ontario,Females,12 to 17 years,Suicidal thoughts (15 years and over),15.5,,,percent,e,v111450494,2015,2016A000235,Percent,units
2015,2015,Ontario,Males,12 to 17 years,Consultation with a health professional about emotional or mental health,,20600.0,,,,v111450455,2015,2016A000235,Number,units
2015,2015,Ontario,Males,12 to 17 years,Consultation with a health professional about emotional or mental health,,,53400.0,,,v111450456,2015,2016A000235,Number,units
2015,2015,Ontario,Males,12 to 17 years,Consultation with a health professional about emotional or mental health,8.6,,,percent,e,v111450457,2015,2016A000235,Percent,units
2015,2015,Ontario,Males,12 to 17 years,Consultation with a health professional about emotional or mental health,4.8,,,percent,e,v111450458,2015,2016A000235,Percent,units
2015,2015,Ontario,Males,12 to 17 years,Consultation with a health professional about emotional or mental health,12.3,,,percent,e,v111450459,2015,2016A000235,Percent,units
2015,2015,Ontario,Males,12 to 17 years,"Positive mental health, flourishing",,364900.0,,,,v111450462,2015,2016A000235,Number,units
2015,2015,Ontario,Males,12 to 17 years,"Positive mental health, flourishing",,,405500.0,,,v111450463,2015,2016A000235,Number,units
2015,2015,Ontario,Males,12 to 17 years,"Positive mental health, flourishing",88.2,,,percent,,v111450464,2015,2016A000235,Percent,units
2015,2015,Ontario,Males,12 to 17 years,"Positive mental health, flourishing",84.6,,,percent,,v111450465,2015,2016A000235,Percent,units
2015,2015,Ontario,Males,12 to 17 years,"Positive mental health, flourishing",91.8,,,percent,,v111450466,2015,2016A000235,Percent,units
2015,2015,Ontario,Males,12 to 17 years,Suicidal thoughts (15 years and over),,8600.0,,,,v111450469,2015,2016A000235,Number,units
2015,2015,Ontario,Males,12 to 17 years,Suicidal thoughts (15 years and over),,,23800.0,,,v111450470,2015,2016A000235,Number,units
2015,2015,Ontario,Males,12 to 17 years,Suicidal thoughts (15 years and over),6.9,,,percent,e,v111450471,2015,2016A000235,Percent,units
2015,2015,Ontario,Males,12 to 17 years,Suicidal thoughts (15 years and over),3.8,,,percent,e,v111450472,2015,2016A000235,Percent,units
2015,2015,Ontario,Males,12 to 17 years,Suicidal thoughts (15 years and over),10.1,,,percent,e,v111450473,2015,2016A000235,Percent,units
2015,2015,Ontario,Both sexes,18 to 34 years,Consultation with a health professional about emotional or mental health,,450100.0,,,,v111450497,2015,2016A000235,Number,units
2015,2015,Ontario,Both sexes,18 to 34 years,Consultation with a health professional about emotional or mental health,,,586600.0,,,v111450498,2015,2016A000235,Number,units
2015,2015,Ontario,Both sexes,18 to 34 years,Consultation with a health professional about emotional or mental health,16.6,,,percent,,v111450499,2015,2016A000235,Percent,units
2015,2015,Ontario,Both sexes,18 to 34 years,Consultation with a health professional about emotional or mental health,14.4,,,percent,,v111450500,2015,2016A000235,Percent,units
2015,2015,Ontario,Both sexes,18 to 34 years,Consultation with a health professional about emotional or mental health,18.8,,,percent,,v111450501,2015,2016A000235,Percent,units
2015,2015,Ontario,Both sexes,18 to 34 years,"Positive mental health, flourishing",,2462600.0,,,,v111450504,2015,2016A000235,Number,units
2015,2015,Ontario,Both sexes,18 to 34 years,"Positive mental health, flourishing",,,2617100.0,,,v111450505,2015,2016A000235,Number,units
2015,2015,Ontario,Both sexes,18 to 34 years,"Positive mental health, flourishing",81.2,,,percent,,v111450506,2015,2016A000235,Percent,units
2015,2015,Ontario,Both sexes,18 to 34 years,"Positive mental health, flourishing",78.8,,,percent,,v111450507,2015,2016A000235,Percent,units
2015,2015,Ontario,Both sexes,18 to 34 years,"Positive mental health, flourishing",83.7,,,percent,,v111450508,2015,2016A000235,Percent,units
2015,2015,Ontario,Both sexes,18 to 34 years,Suicidal thoughts (15 years and over),,324800.0,,,,v111450511,2015,2016A000235,Number,units
2015,2015,Ontario,Both sexes,18 to 34 years,Suicidal thoughts (15 years and over),,,435600.0,,,v111450512,2015,2016A000235,Number,units
2015,2015,Ontario,Both sexes,18 to 34 years,Suicidal thoughts (15 years and over),12.2,,,percent,,v111450513,2015,2016A000235,Percent,units
2015,2015,Ontario,Both sexes,18 to 34 years,Suicidal thoughts (15 years and over),10.4,,,percent,,v111450514,2015,2016A000235,Percent,units
2015,2015,Ontario,Both sexes,18 to 34 years,Suicidal thoughts (15 years and over),14.0,,,percent,,v111450515,2015,2016A000235,Percent,units
2015,2015,Ontario,Females,18 to 34 years,Consultation with a health professional about emotional or mental health,,295700.0,,,,v111450539,2015,2016A000235,Number,units
2015,2015,Ontario,Females,18 to 34 years,Consultation with a health professional about emotional or mental health,,,401200.0,,,v111450540,2015,2016A000235,Number,units
2015,2015,Ontario,Females,18 to 34 years,Consultation with a health professional about emotional or mental health,22.1,,,percent,,v111450541,2015,2016A000235,Percent,units
2015,2015,Ontario,Females,18 to 34 years,Consultation with a health professional about emotional or mental health,18.8,,,percent,,v111450542,2015,2016A000235,Percent,units
2015,2015,Ontario,Females,18 to 34 years,Consultation with a health professional about emotional or mental health,25.5,,,percent,,v111450543,2015,2016A000235,Percent,units
2015,2015,Ontario,Females,18 to 34 years,"Positive mental health, flourishing",,1196500.0,,,,v111450546,2015,2016A000235,Number,units
2015,2015,Ontario,Females,18 to 34 years,"Positive mental health, flourishing",,,1308300.0,,,v111450547,2015,2016A000235,Number,units
2015,2015,Ontario,Females,18 to 34 years,"Positive mental health, flourishing",79.4,,,percent,,v111450548,2015,2016A000235,Percent,units
2015,2015,Ontario,Females,18 to 34 years,"Positive mental health, flourishing",75.9,,,percent,,v111450549,2015,2016A000235,Percent,units
2015,2015,Ontario,Females,18 to 34 years,"Positive mental health, flourishing",82.9,,,percent,,v111450550,2015,2016A000235,Percent,units
2015,2015,Ontario,Females,18 to 34 years,Suicidal thoughts (15 years and over),,196600.0,,,,v111450553,2015,2016A000235,Number,units
2015,2015,Ontario,Females,18 to 34 years,Suicidal thoughts (15 years and over),,,277200.0,,,v111450554,2015,2016A000235,Number,units
2015,2015,Ontario,Females,18 to 34 years,Suicidal thoughts (15 years and over),15.1,,,percent,,v111450555,2015,2016A000235,Percent,units
2015,2015,Ontario,Females,18 to 34 years,Suicidal thoughts (15 years and over),12.5,,,percent,,v111450556,2015,2016A000235,Percent,units
2015,2015,Ontario,Females,18 to 34 years,Suicidal thoughts (15 years and over),17.7,,,percent,,v111450557,2015,2016A000235,Percent,units
2015,2015,Ontario,Males,18 to 34 years,Consultation with a health professional about emotional or mental health,,129000.0,,,,v111450518,2015,2016A000235,Number,units
2015,2015,Ontario,Males,18 to 34 years,Consultation with a health professional about emotional or mental health,,,210700.0,,,v111450519,2015,2016A000235,Number,units
2015,2015,Ontario,Males,18 to 34 years,Consultation with a health professional about emotional or mental health,11.0,,,percent,,v111450520,2015,2016A000235,Percent,units
2015,2015,Ontario,Males,18 to 34 years,Consultation with a health professional about emotional or mental health,8.4,,,percent,,v111450521,2015,2016A000235,Percent,units
2015,2015,Ontario,Males,18 to 34 years,Consultation with a health professional about emotional or mental health,13.6,,,percent,,v111450522,2015,2016A000235,Percent,units
2015,2015,Ontario,Males,18 to 34 years,"Positive mental health, flourishing",,1234900.0,,,,v111450525,2015,2016A000235,Number,units
2015,2015,Ontario,Males,18 to 34 years,"Positive mental health, flourishing",,,1340000.0,,,v111450526,2015,2016A000235,Number,units
2015,2015,Ontario,Males,18 to 34 years,"Positive mental health, flourishing",83.2,,,percent,,v111450527,2015,2016A000235,Percent,units
2015,2015,Ontario,Males,18 to 34 years,"Positive mental health, flourishing",79.9,,,percent,,v111450528,2015,2016A000235,Percent,units
2015,2015,Ontario,Males,18 to 34 years,"Positive mental health, flourishing",86.4,,,percent,,v111450529,2015,2016A000235,Percent,units
2015,2015,Ontario,Males,18 to 34 years,Suicidal thoughts (15 years and over),,107100.0,,,,v111450532,2015,2016A000235,Number,units
2015,2015,Ontario,Males,18 to 34 years,Suicidal thoughts (15 years and over),,,179400.0,,,v111450533,2015,2016A000235,Number,units
